height;width;chain;name;url
800; 2000;arbitrum;WETH-crvUSD-lending-leverage;https://arbiscan.io/advanced-filter?tkn=0x912ce59144191c1204e64559fe8253a0e49e6548&txntype=2&tadd=0xBE543fC11B6Eb4aE1A80cb4e06828f06dC3791DA
